root_news,label
"NEW ARTICLE: IVERMECTIN and MEBENDAZOLE Testimonial - Young European woman with Large B-Cell Lymphoma cleared of cancer in 2 months!

A young woman with Large B-Cell Lymphoma started a regimen of Ivermectin and Mebendazole in late May 2024.

Ivermectin 1mg/kg/day
Mebendazole 200mg/day
followed by R-CHOP x 2 cycles

Comparison between PET scans done in September and again in late November 2024

RESULT: Complete resolution of Large B-Cell Lymphoma on PET scans 2 months apart!

European Oncologist’s advice was to NOT take Ivermectin or Mebendazole during chemo (they're no better than the mRNA poisoned, cognitively impaired Oncologists here).

My advice was: “Please continue Ivermectin and Mebendazole during chemo”.

Guess which advice was correct? 😉

For those of you who are not used to looking at PET scans, this is a dramatic result. Complete resolution of disease. 

I was so happy for this couple! 

And they wished me well with the current attacks and attempts by Alberta Health Services lawyers and Alberta Premier Danielle Smith @ABDanielleSmith Office to have me imprisoned for 83 days for protecting my family from corrupt bureaucrats.

Because the eyes of the world are watching and people are disgusted with Alberta government's abuses of doctors who upheld their Hippocratic Oath (while the College of Physicians and Surgeons @CPSA_CA gives child sex traffickers medical licenses so they can have better access to Alberta's children, thousands of good doctors, nurses and healthcare workers continue to be harassed, persecuted and abused without any help from the government).

There is only one place in the world with outcomes and testimonials like this...and you know where to find me and my cutting edge cancer work! 🙏

I have a testimonial for every day of the week.
Ivermectin, Fenbendazole, Mebendazole are here to stay and Cancer Care will never be the same again.

Article Link in photo to avoid shadowban, just re-type the URL in the 1st photo at the top, into your browser to access 

@TuckerCarlson 
#Ivermectin",1
"Plasmid DNA from mRNA vaccines, e.g. COVID-19 mRNA vaccines, can integrate into the genome of normal human cells. This involves a potential cancer risk that can no longer be ignored and ridiculed by paid industry trolls, but must be studied further. https://t.co/okODAOzQS3",1
"Mammograms CAUSE CANCER

Breast tissue is comprised of complex, delicate structures like ducts, mammary glands, tubules. Crushing all those structures down flat, and then radiating through condensed tissues begins the mechanical and chemical damage. 

U.S. Medical System Is A Fraud",1
"For anyone taking fenbendazol to treat brain cancer, this needs to be said:
MEBENDAZOLE crosses the blood brain barrier and is more effective for BRAIN CANCER specifically according to studies.
Also, be careful where you purchase fenbendazol, many of the Amazon companies do their own ""in house testing"" which is sketchy, and they may not be pure or potent. 
@MakisMD has many articles on mebendazole and brain cancer as well.
https://t.co/XuivIGSsMw",1
"After 3 decades of listening to his doctors, my father ended up with diabetes, heart disease, and cancer.

After 3 years of listening to his son, my father ended up 40lbs lighter and cancer-free.

Here are 39 health secrets his doctors forgot to tell him:

1. Stop doing diets that have a name.

2. Carbs don't make you fat - too many calories do.

3. Your physical health and mental health are not two separate things - they are reflections of one another. 

4. The only *permanent* hack to drink less alcohol is to build a life so good you no longer feel the need to escape it.

5. Working out 3-5 days/wk is more sustainable long term than 6-7 days/wk. 

6. The only equipment you *need* is your body. 

7. Drinking diet Coke is significantly healthier than drinking regular Coke. 

8. Resistance training is far superior to cardio for fat loss.

9. The only “diet” that works is a high-protein one. 

10. Eating protein before carbs is the easiest way to crave less carbs.

11. Skipping workouts to spend more time with your family shortens your time on earth with your family. 

12. Self-deprecating humor is a sign that you are not mentally healthy. 

13. Exercise is a documented antidepressant - use it as such. 

14. Most hunger scares can be cured by drinking water. 

15. Sodium is not killing you it is keeping you alive. 

16. Your habits make you fat not the “fat gene”. 

17.  Constantly wearing running shoes weakens your feet, core, and lower back.

18. Train your back and your core 2x as much as everything else. 

19. Wear blue light glasses or put your phone in “night mode” to improve your sleep quality. 

20. Take cold showers or ice baths periodically to increase your stress tolerance. 

21. Cardio is less about fat loss and more about strengthening your heart and mind. 

22. Eating your protein first will prevent you from overeating elsewhere. 

23. Nuts are not a “healthy” snack. They are high fat, high calorie, and easy to overeat.

24. Lifting weights is the most effective workout method to lower your body fat percentage and improve your health. 

25. Just because something is “vegan” does not mean it’s healthy. 

26. Intermittent fasting is not a magic pill. It works because you eat less food.

27. Working out is not just for looks. Your body is the temple of God and you should honor it as such.

28. Stop waiting till your next doctor's visit to weigh yourself. You can’t manage a problem you avoid confronting. Weigh yourself daily instead.

29. Having no routine on the weekends is saying your goals don’t matter 29% of the time. 

30. Turn the room temperature down to 68 degrees or lower at night. We fall asleep faster in colder environments. 

31. Eat slower. It gives your body time to secret Leptin, the “I’m full” hormone.

32. Find an active hobby you enjoy and participate in it regularly. 

33. Stop picking up your phone as soon as you wake up. Mindless morning scrolling starts the day off with unnecessary stress. Wait 30 minutes to check your phone instead.

34. Stop sleeping on your side, it deteriorates your shoulder health over time. Sleep on your back instead.

35. Don’t drink coffee as soon as you wake up - but don’t drink coffee in the afternoon either. Both extremes mess up your hormones.

36. Men operate on a 24-hour hormone cycle. Our drive is highest in the morning. Take advantage of this and work out before your family wakes up.

37. Mindless snacking is less about hunger and more about your lack of emotional control. 

38. I’ve never seen anyone keep the weight off long-term without accountability outside of themselves. Share your goals with other men. 

39. Motivation is fleeting - you must establish proper default actions to actually be consistent.",0
"These stats are absolutely insane:

- 74% of adults are overweight
- 50% of children are overweight
- 50% of adults have diabetes or pre diabetes
- 30% of teens have diabetes and pre diabetes
- 40% of 18 and under have a mental health diagnosis
- young adult cancers are up 70%
- 1 in 36 kids have autism

It is criminal what is being done to our health. We are being poisoned",1
"Drinking 3 cups of coffee or 200–300 mg of caffeine per day lowers your risk of developing diabetes, heart disease, or stroke by up to 48%!

Compared to people who don’t consume coffee or caffeine, people who are moderate consumers are less likely to have new-onset cardiometabolic disease, according to a new study. They’re also less likely to progress to multimorbidity—the presence of two or more conditions—during a follow-up period of nearly 12 years.

Although a moderate intake was associated with the lowest risk, even high intakes of coffee and caffeine were protective!

For example, consuming 4–5 cups of coffee per day was associated with a 35–40% lower disease risk compared to people who never consume coffee. For caffeine, consuming as much as 400 mg or more per day was associated with a 41% lower risk.

This might have something to do with lipoproteins—metabolites expressing HDL subclasses were positively associated with moderate coffee intake while those expressing VLDL subclasses showed a negative association.

There is also good news for tea drinkers. People consuming 3–4 or more cups of tea per day were up to 40% less likely to develop cardiometabolic disease than non-tea drinkers.

The takeaway?

I don’t think this means you should drink more coffee, caffeine, or tea in hopes of reducing your disease risk. But if you’re already drinking a moderate amount of caffeinated beverages, I think it’s safe to say that you’re not harming your health, and you might even be protecting yourself against certain diseases.

doi: 10.1210/clinem/dgae552",0
"Sugar in your brain = Dementia & Alzheimer's
Sugar in your eyes = Glaucoma
Sugar in your blood = Diabetes
Sugar in your teeth = Cavities
Sugar in your skin = Ageing
Sugar in your sleep = Insomnia
Sugar in your body = Cancer
Sugar in your gut = Dysbiosis

Strange that something that we apparently need in our diet can cause the body so much damage.",1
"London is switching the entire city to LED lights. What do these course cause ? 

High blood pressure

Asthma

 Heart irregularities and arrhythmias

Over eating 

osteoarthritis

Diabetes

In other words, they dehydrate the body and kill you 

THEY CHEMICALLY CHANGE YOUR BODY 

https://t.co/Jh8kSs1qa0",1
"The solution to obesity and type 2 diabetes isn’t in the future—it’s in the past. We need to rewind, reset, and reclaim our health.

No fad diets. No calorie apps. No endless medications. Just real, nourishing food.

Before ultra-processed foods, seed oils, sugar overload, and artificial ingredients, people thrived on:

🥩 Meat
🍳 Eggs
🧈 Butter
🥦 Vegetables
🫐 Fruits

It’s time to get back to what works. Real food. Real health.",0
"India is probably the only place in the world where people consume their toothpaste to control diabetes, thanks to ancient Ayurvedic wisdom. https://t.co/vVuaOPBWlR",1
"I am very hesitant to assign obesity in the US to lifestyle. 

Something is DEEPLY wrong with their food quality. 

You know this because Europeans immediately gain weight in the US without changing their eating habits and lose the weight just as easily when back in Europe.",1
"Exercise can affect your unborn children's genes by altering the chemistry of DNA in sperm and egg cells.

Aerobic exercise for 3 months altered sperm DNA by silencing genes linked to the risk of autism, OCD, Alzheimer’s, obesity, type 2 diabetes, and atherosclerosis.",0
"SHOCKING EVIDENCE THAT NICOTINE IS A POWERFUL DETERRENT FOR C0¥ID, ALZHEIMER’S, PARKINSON’S, AUTISM, ETC.: DR. BRYAN ARDIS - AND THEY'RE BANNING IT LIKE IVERMECTIN... https://t.co/mbnNqHDUbC",1
"China has developed a surgical cure for alzheimers

China successfully invented a surgery for curing Alzheimer’s disease. Known as LVA surgery, it is performned on neck lymphatics. So far, there have been 42 clinical trials, all have been successes.⬇️
-
LVA Surgery, otherewise known as deep cervical lymphatic-venous anastomosis surgery was performed on a 76-year-old man with moderate Alzheimer's disease, his symptoms were significantly improved. The follow-up results two months after the operation showed that the old man not only had a significant recovery in memory, but also could communicate normally with others.
-
The theoretical basis of deep cervical lymphatic-venous anastomosis is the abnormal accumulation of Aβ-amyloid protein and abnormal phosphorylation of tau protein in the brain, which are two important causes of Alzheimer's disease
-
The operation uses super microsurgery technology to shunt the lymphatic circulation in the meninges, accelerate the return of intracerebral lymph through the jugular foramen at the skull base, and take away more metabolic products in the brain, thereby achieving the goal of possibly reversing brain degenerative lesions and slowing the progression of the disease.
-
It can be simply understood as a mechanical excretion process. The abnormal accumulation of amyloid protein in the elderly's brain is like a clogged sewer, and the ""waste"" cannot be transported out in time. The deep cervical lymphatic-venous anastomosis can greatly speed up the removal of ""waste"" and improve the removal efficiency.
-
On the morning of November 11, Professor Tang Juyu, director of the Microsurgery Reconstruction Clinical Research Center of Xiangya Hospital of Central South University, had just completed the 42nd deep cervical lymphatic-venous anastomosis in the hospital. Because it was a minimally invasive surgery, the patient could get out of bed and move around the next day. 
-
Among these 42 patients, in addition to restoring their memories, Tang Juyu also saw that patients who were originally indifferent and taciturn could communicate with him in a cheerful and talkative manner during the follow-up visit after the operation.
-
Although many patients have significant symptom improvement after surgery, experts believe that this surgery can only provide a new idea for the current treatment of Alzheimer's disease, and its specific effectiveness still needs more research to confirm.
-
Source: “术后第二天，妈妈叫出我的名字” 阿尔茨海默病也可手术治疗 - 中南大海新闻网",1
"Biggest thing to ever come out of my little group. Pls help spread this finding!

We found clean, CAUSAL evidence that the shingles vaccine prevents a good chunk of dementia cases. So, could a virus cause Alzheimer’s-&gt;YES!

Hear me out &amp; see preprint: https://t.co/25f5XFQj8R
🧵1/ https://t.co/lCPqXj7i2q",1
"Coconut oil reverses brain damage from Alzheimer's plaques.

◈ Prevents deterioration of brain cell structure
◈ Preserves synaptic vesicles for neurotransmission
◈ Supports antioxidant status

due to its MCTs - fats that support the brain's metabolism, which becomes impaired in cognitive decline.",1
"Eating more eggs could reduce your risk of developing Alzheimer's disease by nearly 50%.

And for women, eggs may mitigate changes in cognitive function due to old age.

That's what a pair of new studies suggests.

In one study, a higher egg intake was associated with less of a decline in verbal fluency among women during a 4-year period, with those consuming 5 or more eggs per week experiencing the greatest benefit. However, no association between egg intake and cognitive function changes was observed in men.

In the other study, eating 2 or more eggs per week was associated with a 47% reduction in Alzheimer's disease risk over a nearly 7-year follow-up period.

But that's not all—an analysis of brain samples from participants who died during the study revealed that consuming 1 or more eggs per week reduced the odds of having a pathological diagnosis of Alzheimer’s disease by up to 49%—indicated by the presence of fewer plaques and neurofibrillary tangles.

These effects are likely due to choline—an essential nutrient that serves as a precursor for methylation, affecting epigenetics globally, and plays a role in the production of the neurotransmitter acetylcholine. Choline is also converted into phosphatidylcholine, a crucial component of cell membranes that regulates intracellular transportation. Choline literally makes up the stuff of our brain and cells.

40% of the beneficial effects of eggs on Alzheimer's disease risk reduction were directly mediated by choline intake, highlighting the critical importance of this nutrient for brain health and reducing neurodegenerative disease burden.

Not only are eggs rich in choline, but they're packed with omega-3 fatty acids and the carotenoids lutein and zeaxanthin, which have well-known benefits for the brain.

I'm covering both of these studies and more on eggs and brain health in tomorrow's newsletter. 

Sign up here to receive it:https://t.co/KcEHAnOKtt

Studies referenced
- PMID:39203901
- PMID:38782209",0
"🚨STUDY: GET HIGH TO STAY SHARP?! CANNABIS LINKED TO LOWER RISK OF COGNITIVE DECLINE

Recreational cannabis use may reduce the risk of cognitive decline by 96%, according to findings in the journal Current Alzheimer Research.

Researchers analyzed nearly 4,800 U.S. adults aged 45 and older, discovering those using cannabis non-medically reported significantly fewer issues with memory loss or confusion.

The study carefully controlled for frequency and method of cannabis use, emphasizing potential cognitive benefits, particularly for middle-aged and older adults.

Happy 4/20, folks.

Sources: Fortune",0
"There will never be a “cure” for cancer because cancer isn’t a disease. 

There will never be a “cure” for Alzheimer’s, Parkinson’s, and Dementia, because they’re not diseases. 

All illness symptoms represent accumulated toxicity and trauma. 

If you want the “cure” you have to detox and resolve your internal conflicts.",1
"Are you getting enough sleep?

Medicine laureate Oliver Smithies shares his secret to success, ""Get your sleep. Your brain will thank you!"" 

Adequate sleep contributes to improved cognitive function and mood while also reducing the risk of conditions such as type 2 diabetes, heart disease, stroke, obesity, and dementia.

At this year’s Nobel Week Dialogue, we will delve into the critical subject of our health. Nobel Prize laureates and other experts will gather to discuss and envision our future. They will explore ground-breaking medical advancements, disease prevention strategies, and innovative ways to enhance our lives.

Learn more about this free event: https://t.co/mJIANbZI7k",0
"10 years ago I was pretty skeptical about the true utility of cannabis as a medicine. Then I went on an investigative journey to speak to scientists around the world, visit labs and have long deep conversations with patients. Bottom line: it is not a panacea, nothing is. But I am convinced it can help people. It can heal people. And just because it doesnt help everyone… does not mean it shouldn’t be available to anyone. 
https://t.co/jWt6L6cQ3R",0
"Your statement that cancer is ""not genetic"" demonstrates a very limited understanding of cancer and biology in general. It is true that environmental factors, especially smoking, alcohol, diet, and exercise, play important roles in cancer development, but both heritable and acquired genetic factors are essential. Seyfried's idea that cancer is metabolic and not genetic is a false dichotomy that contributes to public misconceptions about cancer.",0
"""Making Sense of Cancer"" receives outstanding reviews. The British Medical Journal even recommends that King Charles III read it. Please share to increase cancer awareness, and DM me for a free copy. https://t.co/aeQXdFJXm9",1
A scientist who successfully treated her own breast cancer by injecting the tumour with lab-grown viruses has sparked discussion about the ethics of self-experimentation https://t.co/wnjBX1zWjH,1
"A drug approved for heart failure can also kill aggressive ovarian cancer cells and resensitizes relapsed tumors to chemotherapy in mice, pointing to a potential treatment avenue for this deadly gynecological cancer. @scisignal https://t.co/WE1wq50DcY https://t.co/T398A7RyKd",0
"Dr. Pierre Kory: Big Pharma is ‘TERRIFIED’ of Vitamin D

Why?

Because “It threatens the DISEASE MODEL.”

A new meta-analysis out of Italy, published in the journal, Nutrients, has unearthed some shocking data about Vitamin D.

Looking at data from 16 different studies and 1.26 million individuals, the meta-analysis revealed:

• Vitamin D showed about a 60% effectiveness against the incidence of COVID-19 in randomized control trials.

• Vitamin D showed about 40-50% effectiveness in reducing the incidence of COVID-19 in observational studies.

• For preventing severe COVID-19 cases requiring ICU care, vitamin D supplementation was about 70% effective.

So, we didn’t need to lock ourselves inside for years, be afraid, and vilify our neighbors for not wearing a mask.

All we needed to do was to go outside, get sunshine, and increase our vitamin D levels, and everything would have been fine.",1
"The Shocking Truth About Skin Cancer and Sunscreen

This will blow your mind.

It turns out that adequate level of Vitamin D (sunshine) REDUCE your risk of cancer by 50 percent!
           
The other remarkable thing about Vitamin D is that it decreases your risk of death from the biggest k*ller in the world: heart disease.

And here's the shocking truth about sunscreen, according to Dr. Joseph Mercola: “You INCREASE the risk of skin cancer!”

How?

Sunscreen prevents sunburn by blocking UVB rays, which are crucial for vitamin D production. But it doesn't block UVA rays, which cause most skin cancers.

So, not only are you letting the harmful rays through but you're doing so while blocking vitamin D production. Double whammy!

That has to make sunscreen one of the biggest SCAMS ever sold.",1
"Millions of patients hospitalized for COVID-19 were deliberately murdered at the behest of the government by being hooked up to ventilators, while being denied life-saving medication such as ivermectin, hydroxychloroquine and vitamin D, according to top doctor Mark Bishofsky.

https://t.co/opUDR9o3ER",1
"NEW ARTICLE: Vitamin D deficiency was the KEY factor in severe COVID-19 & death. Vitamin D was all that was needed (Public Health - they all knew it). 

At least 4 early Vitamin D studies were sabotaged/removed 

(did Vitamin D get the ""Ivermectin treatment"" in 2020?)

New Zealand Chief Science Advisor put out a report on June 2, 2020 concluding that Vitamin D deficiency played a KEY role in severe COVID-19 & death.

It documented latest research, papers by Philippine and Indonesian researchers showing that severe COVID-19 & death were linked with Vitamin D deficiency.

A month later both papers were removed and the Indonesian researchers disappeared off the face of the earth, while a paper (also from Indonesia) came out claiming Vitamin D is ""misinformation"" and the Indonesian researchers NEVER EXISTED!

Were these early Vitamin D & COVID-19 researchers killed off?

Later research from around the world proved them right.

~90% of COVID-19 deaths occurred in patients with Vitamin D levels < 30 ng/ml

~95% of COVID-19 deaths occurred in patients with Vitamin D levels < 40 ng/ml

Higher Vitamin D levels meant mild COVID-19 infection with minimal or no hospitalization or death!

All that was needed was Vitamin D testing and supplementation and it wasn't done. Not by a single Public Health Official, Health Minister or politician.

If the New Zealand government knew by June 2020 that all you needed was to supplement people with Vitamin D to save lives during the COVID-19 pandemic, then all governments knew.

If all governments knew about Vitamin D and chose not to supplement their population with Vitamin D or to promote Vitamin D, then their intent was always to allow people to die from COVID-19 and drive up the death toll.

That doesn't include the Midazolam/Morphine euthanasia protocols enacted in Long Term Care homes to kill off the elderly in 2020 in UK and Canada and blame the deaths on COVID-19.

Was Vitamin D the victim of a smear campaign and sabotage during May-Sep 2020, right around the time that Hydroxychloroquine and Ivermectin were sabotaged as well by fraudulent papers (like the Mehra / Surgisphere May 2020 paper in Lancet #Lancetgate that killed hydroxychloroquine)?

Article Link in photo to avoid shadowban, just re-type URL into your browser

#DiedSuddenly #cdnpoli #ableg",1
"1. Here's what we're up against.  Vitamin D is the biggest, most glaringly obvious 'tell' that health authorities were out to cause public harm.  They never once pushed VitD. As of this morning, it's *still* not recommended for Covid.  #pfizer #CDC #DiedUnexpectedly https://t.co/yfyssO4k0C",1
"Reducing Covid-19 deaths: it has been done in Andalucía, Spain, using Vitamin D. Reduction of deaths per day from 60 to 3 within six weeks. Vitamin D is essential for controlling this pandemic NOW. https://t.co/tx4txZ5Ydr",1
Vitamin D alone has been found to slash your risk of cancer as well as help to maintain the health of your teeth.,1
"Everyone should know this:
Vitamin C,  elemental Zinc, Quercetin and Vitamin D3 is the most basic preventative measure you can take. Ph@rma simply don't want you to know that.  

RT and Share",1
"Vitamin D is the single most effective medicine against cancer, far outpacing the benefits of any cancer drug known to modern science.",1
"Never forget that, in the name of science, people were arrested simply for getting immune-system-boosting vitamin D at the beach. https://t.co/C1Yc0W0N5W",1
"Cancer rates are at an all time high.

In 2024, the US is expected to see over 611,000 cancer deaths, which is more than 1,600 deaths each day.

There are many factors involved, everything from bad food to low Vitamin D.

But I believe we must investigate the Covid vaccines.",1
"This is what they give people in hospitals across the world when they can't eat and have to take IV ""nutrition"". 

Soybean oil, rancid oxidized fish oil, purified egg phospholipids, glycerol, and even 25mcg of aluminum per liter, right into your veins. The combination of the aluminum with all these substances is most definitely going to facilitate some autoimmune disease, especially with the purified egg. 

You know what's even more horrifying? This is allowed on all ages, including infants from birth to 2 months old. During the clinical trials from the original US approval in 2016, some pre-term infants died, with autopsy findings showing an accumulation of intravascular fat in the lungs. 

When you investigate the studies looking into the adverse reaction profile and safety, they did the EXACT same thing they do in vaccine studies. 

1 group gets the SMOFlipid injection, and then the comparator group gets just a soybean oil lipid emulsion with no other ingredients. If they compared the lipid emulsion IV to a simple bag of saline, it would be abundantly clear that it's causing inflammation, heart problems, anemia, vomiting, liver problems, diarrhea, and sepsis that they saw in the trials. 

This is what people call modern medicine. It's the further thing from medicine and is just barbaric and homicidal, with it being predicated on fraudulent garbage science that is basically just advertising at this point to sell the product to the FDA for approval and then widespread use in hospitals. 

Medical error is the 3rd leading cause of death in the US, and that is a very conservative estimate. When you fully factor in treatment protocols like this, in conjunction with how we treat heart disease, diabetes, cancer, etc, it's incredibly easy to understand that the US medical system is BY FAR the leading cause of death. 

Welcome to Rockefeller medicine.",1
"🚨 WARNING: the more people realize how effective Natural Medicine is, the more they'll try to ban it. 

Vitamin D is illegal in Canada at more than 2500iu. Melatonin is prescription-only in the UK. NMN was just banned in the USA. I've seen disgusting hit pieces on Vitamin D & Melatonin starting to surface in the media recently. It's no coincidence that each of these things are life-saving medicine & take money away from Big Pharma.",1
"Get out in the Sun. Do not wear sunscreen, it is toxic. Do not wear sunglasses. They will stop a very important function of your eyes… They need to see the sunshine. Stop relying on toxic vitamin D supplements. Everything you need was put here already and it is all natural. Have a blessed day.",1
"America is one of the fattest and oldest populations in the world. Sweden is one of the thinnest and youngest. 

Swedes routinely supplement with Vitamin D because of their sun situation.

If only we could untangle the mystery of how they fared so well during Covid.",1
"🚨“EVERY VIRUS ON EARTH IS BEATEN WITH NICOTINE.”

⚠️“Nicotine is the cure for COVID.”

⚠️“Nicotine was always the antidote and always the cure.”

⚠️“Nicotine by itself has been proven to reverse, prevent and even cure people with Parkinson’s, Alzheimer’s, Multiple Sclerosis, arthritis, and more.”

⚠️“Nicotine can reverse and dissolve brain tumors in less than 72 hours.”

⚠️“Nicotine reduces autistic behaviors.”

⚠️“Nicotine cures diabetes.”

🚨Do you understand why they are trying to ban and outlaw all nicotine products?

📹 - BryanArdisX",1
"7. Coffee

Myth: It causes dehydration and heart problems.

Fact: Coffee is packed with antioxidants and can:

• Stimulate metabolism.
• Improve brain function.
• Reduce the risk of certain diseases such as Parkinson's and Alzheimer's. https://t.co/W5YAJRQgBT",0
"Heart disease is the #1 killer.

But it’s insulin resistance that causes it, cancer, diabetes, and Alzheimer's.

Since your doctor won’t help you reverse it, here are 7 simple steps that can: https://t.co/cgbHdvWifB",1
"Anthony William (Medical Medium) has been teaching people that mercury is the true cause of Alzheimer's disease since the 1970s. 
Decades later scientists are now discovering the link between mercury and severe memory loss. 
Never proven wrong, only proven right. https://t.co/KAOUvjGDy8",1
"There will never be a “cure” for cancer because cancer isn’t a disease. 

There will never be a “cure” for Alzheimer’s, Parkinson’s, and Dementia, because they’re not diseases. 

All illness symptoms represent accumulated toxicity and trauma. 

If you want the “cure” you have to detox and resolve your internal conflicts.",1
"Diabetes and high blood pressure no more?

This one juice covers so many issues, including diabetes, anemia, high blood pressure, high cholesterol, PCOS, Endometriosis, IBS, Crohn’s disease, weight, loss, headaches, kidney stones and so much more

HOW DOES IT WORK?
The beautiful thing about natural fruits and vegetables is that they offer healing benefits that it’s tribute to multiple issues because there are multiple active, medicinal ingredients. This blend contains high amounts of vitamin A, B5, K, B9, potassium, B2, B6, C, phthalides, cooper, iron, calcium, manganese, magnesium, phosphorus, zinc, Chalene, vitamin E, absorbing acid, limonene.

Ingredients used::
2 green apples
1 whole bunch of lettuce
1 whole celery stalk
5 Cucumbers
1 lime, peeled",1
"High blood pressure fixed
Hormonal imbalance fixed
Painful stomach ulcer fixed
Crazy Premenstrual syndrome fixed

Nature heals. https://t.co/1wyEDT5sms",1
"High Levels Of Vitamin D Are So Crucial...It Becomes A Matter Of Life Or Death.

70% Are Deficient, Which Leads To:
Cancer
Obesity
Diabetes
High Blood Pressure
Heart Disease
Depression
Fibromyalgia
Chronic Muscle Pain
Bone Loss
Autoimmune Diseases like MS
Bronchitis
Tuberculosis
Chronic Fatigue Syndrome
Respiratory Infections
Slow Wound Healing 
UTI, Bladder & Kidney Infections

The Higher your Vitamin D Level, the more benefits & protections you will experience. 

Vitamin D Levels (25-hydroxyvitamin D)
<20 nmol/L     Severe Deficiency
20-50 nmol/L     Deficient
50-70 nmol/L     Adequate Protection
>70 nmol/L     Optimal Protection

Benefits of Vitamin D above 70 nmol/L:  
Stroke Prevention 
Cancer Prevention
Heart Attack Prevention 
Bone Health 
Immune System Health 
Depression Prevention 
Natural Appetite Suppressant 
Natural Blood Sugar/Insulin Control 
Mood Enhancer 
Keratin Production to Prevent Hair Loss 
Naturally Lowers Blood Pressure 
Optimal Libido & Hormone Production 
Supports Muscle Health & Injury Prevention

Protocol For Optimal Level Requires Cofactors

Sun Exposure & Supplemental D3 5,000+IU Will Not Activate Without Required Cofactors:

Magnesium: It is the key that activates Vitamin D3 to synthesize from sunlight, food & supplement. Magnesium Glycinate & Threonate are the best forms. Aim for 600+mg each day.

K2(MK7): D3 absorbs Calcium & K2 transports the Calcium to Bones where it belongs. Without K2, Calcium deposits in Arterial walls & soft tissue causing Calcification. 120+mcg each day thru food or supplement.

Zinc: Allows D3 activation of the immune system. Use food sources or supplement Zinc Picolinate 50mg.

Boron: Secures D3 in bone density to prevent & reverse Osteoporosis. Use food or supplement 3mg.

Vitamin A: Retinol allows D3 to access immune system genetic synthesis. Easy to obtain thru food.

👇Vitamin D Deficiency and Mortality👇
https://t.co/UWDXEASPUn
👇Zinc Required As Cofactor👇
https://t.co/4sb2Emo6Kv
👇Vitamin D Deficiency & Chronic Disease👇
https://t.co/PEjF3snExK 

Video Speaker: Dr. Mark Hyman, MD",1
"CONFIRMED: The Covid-19 vaccines are designed to destroy the gut microbiome and immune system. Once this is achieved, blood clot, heart attack, HIV/AIDS, Cancer high blood pressure, H pylory, ulcers and autoimmunity have a field day in your body. Big pharma business model. END***",1
"treatment for headache, depression, insomnia and stress https://t.co/6Rg2QLuL34",1
The fall of Fauci. Covid-19 is officially exposed as a US Govt project. A virus engineered by US scientists using a bio lab in China for cover. The biggest crime against humanity killed more victims than the Nazi holocaust against the Jews. Demand Justice. https://t.co/xsFdNQiR0F,1
"Covid-19 vaccine damage numbers update :

Myocarditis - Up 2800%

Cancers - Up 300% to 900%

Infertility (Both Genders) - Up 500%

Miscarriages - Up 300%

Neuro Disorders - Up 1000%

Demyelinating Disorders - Up 1000%

MS. - Up 600%

GBS - Up 500%

HIV - Up 500%

PE’s - Up 400% https://t.co/EDIch7bxnk",1
"The craziest and most disturbing of the conspiracies turns out to be true, there are self-assembling nanobot microchip technologies in the Covid-19 Vaccines.

The only thing to question now, is why? 

WHY?",1
"BREAKING NEWS: COVID-19 Vaccine Clinics across Canada have been ordered to destroy all vials of Pfizer &amp; Moderna COVID-19 mRNA Vaccines!

My urgent message to all who have access: 

DO NOT RETURN OR DESTROY any Vaccine vials, they are priceless! Hide them

@ABDanielleSmith
#ableg https://t.co/WQVt0AaAby",1
